Ticker,last_date,current_price,horizon,ml_pred,mc_p5,mc_median,mc_p95,mu,sigma
CMG,2025-11-17,38.6,7d,38.52531643416705,35.211598539552156,38.274996016856,41.547415762865946,-0.0012874808722328534,0.018910195302707173
CMG,2025-11-17,38.6,30d,39.35775403672542,31.35487277906739,37.145052329641814,44.031775162149366,-0.0012874808722328534,0.018910195302707173
CMI,2025-11-17,0.7,1d,0.8262065958700727,0.6202397160048309,0.6980935943483239,0.7845705828575006,-0.002225523210408707,0.0709608555632671
CMI,2025-11-17,0.7,3d,0.8258668347034542,0.5673812736239823,0.696763863329497,0.8520105435338378,-0.002225523210408707,0.0709608555632671
CMI,2025-11-17,0.7,7d,0.8233215674735362,0.5055164552274815,0.6899752307826977,0.9359822363708605,-0.002225523210408707,0.0709608555632671
CMI,2025-11-17,0.7,30d,0.7958411310660185,0.3518563791237046,0.655279209449745,1.2344272244309096,-0.002225523210408707,0.0709608555632671
CMK,2025-11-17,8.3,1d,8.341579849332817,8.3,8.3,8.3,0.0,0.0
CMK,2025-11-17,8.3,3d,8.35202852704953,8.3,8.3,8.3,0.0,0.0
CMK,2025-11-17,8.3,7d,8.424897549541123,8.3,8.3,8.3,0.0,0.0
CMK,2025-11-17,8.3,30d,8.417276737895444,8.3,8.3,8.3,0.0,0.0
CMM,2025-11-17,25.8,1d,25.748357684777094,24.278271503536985,26.040594196122335,27.961367612534083,0.008492241133372847,0.04229140218621879
CMM,2025-11-17,25.8,3d,25.745818805424744,23.450654251602803,26.49012061712197,29.835243559115714,0.008492241133372847,0.04229140218621879
CMM,2025-11-17,25.8,7d,25.87894886576089,22.81639266166789,27.36876257422027,32.970556976467535,0.008492241133372847,0.04229140218621879
CMM,2025-11-17,25.8,30d,25.55700011546196,22.54580557266102,33.22564921883977,48.57975069158874,0.008492241133372847,0.04229140218621879
CMN,2025-11-17,60.0,1d,60.18554500931321,57.419132216352814,59.946405546131956,62.593656696667985,-0.0010756420189595186,0.02642533747478557
CMN,2025-11-17,60.0,3d,60.058514155966805,55.513187446952244,59.790808107474376,64.39167850358236,-0.0010756420189595186,0.02642533747478557
CMN,2025-11-17,60.0,7d,59.769757376066714,53.13833481386109,59.58218617247183,66.8351253079089,-0.0010756420189595186,0.02642533747478557
CMN,2025-11-17,60.0,30d,58.37451569798873,45.527165700432604,58.02369691490962,73.30001849643025,-0.0010756420189595186,0.02642533747478557
CMP,2025-11-17,8.1,1d,8.039389307788998,8.1,8.1,8.1,0.0,0.0
CMP,2025-11-17,8.1,3d,8.097268058160166,8.1,8.1,8.1,0.0,0.0
CMP,2025-11-17,8.1,7d,8.146501591701421,8.1,8.1,8.1,0.0,0.0
CMP,2025-11-17,8.1,30d,8.32517012877927,8.1,8.1,8.1,0.0,0.0
CMS,2025-11-17,8.5,1d,8.500491156080187,8.113060203343057,8.498326256047886,8.90849168946411,-0.00019493399605319077,0.028195750035902672
CMS,2025-11-17,8.5,3d,8.498704740814365,7.835631696749258,8.499854853694643,9.208534093614636,-0.00019493399605319077,0.028195750035902672
CMS,2025-11-17,8.5,7d,8.494567573716353,7.514118066508102,8.49475302540762,9.602152121027196,-0.00019493399605319077,0.028195750035902672
CMS,2025-11-17,8.5,30d,8.658579567543102,6.572708830968166,8.453280613816986,10.845299111810936,-0.00019493399605319077,0.028195750035902672
CMT,2025-11-17,13.0,1d,12.987775410615894,12.66635464183335,12.983400408747674,13.29654081219337,-0.0013537573320430987,0.014705724667572199
CMT,2025-11-17,13.0,3d,13.007736479893373,12.414748115223961,12.948729741965533,13.490322586676914,-0.0013537573320430987,0.014705724667572199
CMT,2025-11-17,13.0,7d,13.040094628924372,12.07403395360628,12.882896562296882,13.736560922687824,-0.0013537573320430987,0.014705724667572199
CMT,2025-11-17,13.0,30d,12.932643230877373,10.926609094565157,12.484731278321686,14.254733753288944,-0.0013537573320430987,0.014705724667572199
CMV,2025-11-17,8.3,1d,8.34157984933282,8.022600008968551,8.30165503221632,8.585583406036505,-0.0001996031841119299,0.020568624741331563
CMV,2025-11-17,8.3,3d,8.352028527049528,7.825646074645923,8.298824357423864,8.787599593768487,-0.0001996031841119299,0.020568624741331563
CMV,2025-11-17,8.3,7d,8.424897549541123,7.591810502122499,8.295876744247842,9.065232263545765,-0.0001996031841119299,0.020568624741331563
CMV,2025-11-17,8.3,30d,8.415775611522761,6.862414090751202,8.286416400403084,9.943854275108263,-0.0001996031841119299,0.020568624741331563
CMW,2025-11-17,15.8,1d,15.781903400083626,15.13909367926034,15.833193356918457,16.581559343109806,0.002015876840294375,0.02731517304091943
CMW,2025-11-17,15.8,3d,15.734854344687221,14.71646382017821,15.89169871585835,17.227189851869667,0.002015876840294375,0.02731517304091943
CMW,2025-11-17,15.8,7d,15.732954131238925,14.243644421781623,16.019276466446488,18.068742228984725,0.002015876840294375,0.02731517304091943
CMW,2025-11-17,15.8,30d,15.627229844100432,13.109387111252298,16.797571957293524,21.41903561654944,0.002015876840294375,0.02731517304091943
CMX,2025-11-17,6.56,1d,6.6107693262001375,6.407678601123685,6.55051237571411,6.693834087622888,-0.0016438433906937947,0.013452997882676284
CMX,2025-11-17,6.56,3d,6.59624076947992,6.282207745090632,6.532187852592973,6.7846836933618055,-0.0016438433906937947,0.013452997882676284
CMX,2025-11-17,6.56,7d,6.601390288213165,6.120310730962146,6.483127588765937,6.872086970069443,-0.0016438433906937947,0.013452997882676284
CMX,2025-11-17,6.56,30d,6.781426401126101,5.538302871540456,6.249959715713436,7.057083381093943,-0.0016438433906937947,0.013452997882676284
CNA,2025-11-17,43.9,1d,43.89836850495766,43.9,43.9,43.9,0.0,0.0
CNA,2025-11-17,43.9,3d,43.93623903075011,43.9,43.9,43.9,0.0,0.0
CNA,2025-11-17,43.9,7d,43.919091542407784,43.9,43.9,43.9,0.0,0.0
CNA,2025-11-17,43.9,30d,43.85100492192559,43.9,43.9,43.9,0.0,0.0
CNC,2025-11-17,32.5,1d,32.39108910767134,30.885882533650882,32.48920912283727,34.17831143712911,-0.0007520072546744958,0.030431243458154164
CNC,2025-11-17,32.5,3d,32.5707007237633,29.707538734283904,32.42799642106951,35.459705960988785,-0.0007520072546744958,0.030431243458154164
CNC,2025-11-17,32.5,7d,32.80171758655819,28.377230882582317,32.26365629904841,36.862701216061424,-0.0007520072546744958,0.030431243458154164
CNC,2025-11-17,32.5,30d,33.18256663029341,24.11857726355305,31.77676213620498,41.742179275357856,-0.0007520072546744958,0.030431243458154164
CNG,2025-11-17,25.7,1d,25.718134521961552,25.243002384415202,25.657947931282834,26.070959303324706,-0.00169428614451942,0.00985423684802848
CNG,2025-11-17,25.7,3d,25.745818805424737,24.853069033897903,25.574391930823204,26.29704436951737,-0.00169428614451942,0.00985423684802848
CNG,2025-11-17,25.7,7d,25.874312550066417,24.35059982632454,25.381745232734758,26.49052036646228,-0.00169428614451942,0.00985423684802848
CNG,2025-11-17,25.7,30d,25.842836835607997,22.355965658702885,24.403071081083386,26.71319888616352,-0.00169428614451942,0.00985423684802848
CNN,2025-11-17,57.9,1d,57.73241113314885,54.728433997761016,57.890981330417475,61.175715144842485,-0.0008692746599060281,0.034295561121314024
CNN,2025-11-17,57.9,3d,57.6616662938481,52.42275840800556,57.81338209002665,63.867462884775094,-0.0008692746599060281,0.034295561121314024
CNN,2025-11-17,57.9,7d,57.78634723558773,49.56966349178417,57.611624748754366,66.74980937124919,-0.0008692746599060281,0.034295561121314024
CNN,2025-11-17,57.9,30d,58.23940887440389,41.13954215304125,56.38760118557562,76.73459520327003,-0.0008692746599060281,0.034295561121314024
CNT,2025-11-17,7.9,1d,7.914994580800573,7.455493985084666,7.869465030547971,8.32694584549311,-0.0032483389833469147,0.03335055283915602
CNT,2025-11-17,7.9,3d,7.923546481915979,7.102070387622623,7.819692300924661,8.609658085893697,-0.0032483389833469147,0.03335055283915602
CNT,2025-11-17,7.9,7d,7.945678719112242,6.680476459075405,7.725428230855252,8.915466631367396,-0.0032483389833469147,0.03335055283915602
CNT,2025-11-17,7.9,30d,8.086116894472212,5.311118751794566,7.175492162045616,9.65602995003067,-0.0032483389833469147,0.03335055283915602
COM,2025-11-17,31.0,1d,30.924976616692827,29.305800378957805,30.985102919689364,32.78632388613053,-0.0005291449719096753,0.03391077507959108
COM,2025-11-17,31.0,3d,31.05719363477078,28.12571152637778,30.9924709435331,34.122093828086825,-0.0005291449719096753,0.03391077507959108
COM,2025-11-17,31.0,7d,31.471894178292285,26.584450144253193,30.915369052065607,35.80170841841198,-0.0005291449719096753,0.03391077507959108
COM,2025-11-17,31.0,30d,31.714029839672893,22.47724376557819,30.416506069909367,41.26297738032657,-0.0005291449719096753,0.03391077507959108
CPA,2025-11-17,7.9,1d,7.914994580800573,7.129777485450628,7.922898980519864,8.79040045336606,0.0032510097095230796,0.06360373015682311
CPA,2025-11-17,7.9,3d,7.923546481915981,6.684067290015108,7.988070864139241,9.57599909730668,0.0032510097095230796,0.06360373015682311
CPA,2025-11-17,7.9,7d,7.945678719112243,6.102438081204132,8.060889778752015,10.649570669695487,0.0032510097095230796,0.06360373015682311
CPA,2025-11-17,7.9,30d,8.067928343216447,4.861361723042063,8.729109648319039,15.495629425559324,0.0032510097095230796,0.06360373015682311
CPC,2025-11-17,17.6,1d,17.634775220598296,17.322038605264364,17.59950010689225,17.88774710042202,0.0002865400090062137,0.009756732778499257
CPC,2025-11-17,17.6,3d,17.588621839405565,17.125143793586233,17.614168784855146,18.114129599193635,0.0002865400090062137,0.009756732778499257
CPC,2025-11-17,17.6,7d,17.601069116727622,16.904869077052165,17.635116021264913,18.40584023845205,0.0002865400090062137,0.009756732778499257
CPC,2025-11-17,17.6,30d,17.89330176587848,16.27927460013077,17.77226316213215,19.420070679477536,0.0002865400090062137,0.009756732778499257
CPH,2025-11-17,0.3,1d,0.4675531378479991,0.3,0.3,0.3,0.0,0.0
CPH,2025-11-17,0.3,3d,0.46895887928999047,0.3,0.3,0.3,0.0,0.0
CPH,2025-11-17,0.3,7d,0.4711923095731989,0.3,0.3,0.3,0.0,0.0
CPH,2025-11-17,0.3,30d,0.47860235454189193,0.3,0.3,0.3,0.0,0.0
CPI,2025-11-17,3.8,1d,3.693284108617517,3.5931460484201008,3.7875996295847605,3.994599933271583,-0.003184253946045154,0.03197284689510148
CPI,2025-11-17,3.8,3d,3.714523790019795,3.4400585005939064,3.7630377347143598,4.116200563674635,-0.003184253946045154,0.03197284689510148
CPI,2025-11-17,3.8,7d,3.737376835949436,3.2368940991510082,3.7132314874441494,4.28106756630684,-0.003184253946045154,0.03197284689510148
CPI,2025-11-17,3.8,30d,3.8134205024318066,2.5909273398287755,3.4401493416943754,4.5857316684827625,-0.003184253946045154,0.03197284689510148
CQN,2025-11-17,31.6,1d,31.62581454506127,30.913507826143267,31.58562284102821,32.27783139291995,-0.00015748148663220473,0.013426131871507482
CQN,2025-11-17,31.6,3d,31.65902784963829,30.3867545208586,31.608196756219453,32.8264877309479,-0.00015748148663220473,0.013426131871507482
CQN,2025-11-17,31.6,7d,31.77738555908754,29.757800231367074,31.556118009018547,33.45248635007173,-0.00015748148663220473,0.013426131871507482
CQN,2025-11-17,31.6,30d,32.19032835374919,27.840640303080463,31.400211130237544,35.44463913436046,-0.00015748148663220473,0.013426131871507482
CQT,2025-11-17,8.6,1d,8.595727239823388,8.000183838015738,8.591480571502228,9.21985387780048,-0.0011240213465922146,0.043116776302620355
CQT,2025-11-17,8.6,3d,8.707588052973923,7.576517481552565,8.55971257512144,9.706731758800917,-0.0011240213465922146,0.043116776302620355
CQT,2025-11-17,8.6,7d,8.716633828049126,7.087302381678069,8.523432014335373,10.286680425456236,-0.0011240213465922146,0.043116776302620355
CQT,2025-11-17,8.6,30d,8.749563471124421,5.6340891217397555,8.334269185857952,12.249988390914634,-0.0011240213465922146,0.043116776302620355
CRC,2025-11-17,8.9,1d,8.912299385852561,8.532847991118757,8.864070973500361,9.207868254687275,-0.004271595977185163,0.023233037705404684
CRC,2025-11-17,8.9,3d,8.789435603096448,8.222544846739785,8.784258414382258,9.382445213672211,-0.004271595977185163,0.023233037705404684
CRC,2025-11-17,8.9,7d,8.865511460962306,7.80658890894054,8.635747537748149,9.566306217363897,-0.004271595977185163,0.023233037705404684
CRC,2025-11-17,8.9,30d,9.196274474320061,6.339442850074541,7.838208970010238,9.657794380224958,-0.004271595977185163,0.023233037705404684
CRE,2025-11-17,9.17,1d,9.191613908132044,8.762908704594041,9.144664183896708,9.538969271306403,-0.002097808664649228,0.025939343945845104
CRE,2025-11-17,9.17,3d,9.186884287820002,8.473105694775345,9.109603520411886,9.810078619231824,-0.002097808664649228,0.025939343945845104
CRE,2025-11-17,9.17,7d,9.229695811767924,8.084511534188207,9.025903926733445,10.099438487999747,-0.002097808664649228,0.025939343945845104
CRE,2025-11-17,9.17,30d,9.19969602629085,6.839722291109888,8.628584219685731,10.907673857130455,-0.002097808664649228,0.025939343945845104
CRV,2025-11-17,32.0,1d,32.034028834359205,,,,,
CRV,2025-11-17,32.0,3d,31.997166160658097,,,,,
CRV,2025-11-17,32.0,7d,32.052213897791034,,,,,
CRV,2025-11-17,32.0,30d,32.31380561635173,,,,,
CSC,2025-11-17,18.3,1d,18.370183360304967,17.583884740433007,18.22998931624298,18.89880100209276,-0.0040258716787379975,0.02202863193813549
CSC,2025-11-17,18.3,3d,18.29122003944164,16.986615851176673,18.077592248420146,19.2351170845963,-0.0040258716787379975,0.02202863193813549
CSC,2025-11-17,18.3,7d,18.38968121134327,16.18745399848064,17.80191131661617,19.622682568394026,-0.0040258716787379975,0.02202863193813549
CSC,2025-11-17,18.3,30d,18.460578555319778,13.344931413639909,16.172212653872165,19.821700244522937,-0.0040258716787379975,0.02202863193813549
CSI,2025-11-17,27.3,1d,27.31820445285822,26.62569436234202,27.25340023458743,27.895464982553385,-0.0015161963034287906,0.014264400350033577
CSI,2025-11-17,27.3,3d,27.331849212320243,26.1064445424813,27.174131110852795,28.308543403587947,-0.0015161963034287906,0.014264400350033577
CSI,2025-11-17,27.3,7d,27.514655154543707,25.38039547236992,27.02422131226388,28.73388119288326,-0.0015161963034287906,0.014264400350033577
CSI,2025-11-17,27.3,30d,28.352796768841067,23.065522226683743,26.09758968387375,29.619654385413902,-0.0015161963034287906,0.014264400350033577
CSM,2025-11-17,14.15,1d,14.210170623958893,13.539119284423403,14.146514252005787,14.770079770619523,-0.0008047540193243742,0.02647107406291407
CSM,2025-11-17,14.15,3d,14.252249337919801,13.083754692843165,14.12143705532623,15.233378490135122,-0.0008047540193243742,0.02647107406291407
CSM,2025-11-17,14.15,7d,14.276116313375265,12.568492388723945,14.069370047219742,15.774736358527113,-0.0008047540193243742,0.02647107406291407
CSM,2025-11-17,14.15,30d,14.270021341038873,10.906058216453417,13.879978036899349,17.5744036316445,-0.0008047540193243742,0.02647107406291407
CST,2025-11-17,13.7,1d,13.65109083550066,13.475070198610574,13.675560093116424,13.874992219544142,-0.0018409499260718483,0.008953694618061283
CST,2025-11-17,13.7,3d,13.666085598772291,13.275415805310853,13.620408706214544,13.971426414174333,-0.0018409499260718483,0.008953694618061283
CST,2025-11-17,13.7,7d,13.659151861292997,13.005995782131233,13.518438102948807,14.068925025746292,-0.0018409499260718483,0.008953694618061283
CST,2025-11-17,13.7,30d,13.841047795034978,11.983183478619086,12.954910177439757,14.059199980007335,-0.0018409499260718483,0.008953694618061283
CSV,2025-11-17,31.75,1d,31.644915265578913,30.622175527920778,31.721435022958566,32.839630939539816,-0.0009686721792006036,0.02127831278242801
CSV,2025-11-17,31.75,3d,31.67639404927485,29.784210321322295,31.669843453723253,33.663303718251164,-0.0009686721792006036,0.02127831278242801
CSV,2025-11-17,31.75,7d,31.544604550172348,28.75823116011663,31.547257101380705,34.67727492309005,-0.0009686721792006036,0.02127831278242801
CSV,2025-11-17,31.75,30d,31.89850935483942,25.47990995312292,30.826523826417542,37.35179751672331,-0.0009686721792006036,0.02127831278242801
CT3,2025-11-17,5.1,1d,5.049100273604724,4.769472924388,5.081576240040729,5.41618689402029,-0.0035218182277867807,0.038542803441781834
CT3,2025-11-17,5.1,3d,5.049085019523848,4.520469383197286,5.048597913875896,5.635569676373811,-0.0035218182277867807,0.038542803441781834
CT3,2025-11-17,5.1,7d,5.119096864238303,4.208202476047404,4.977221344544276,5.877523454763951,-0.0035218182277867807,0.038542803441781834
CT3,2025-11-17,5.1,30d,5.4152625590551375,3.2610555672212787,4.585158190985434,6.526127872910071,-0.0035218182277867807,0.038542803441781834
CT6,2025-11-17,12.4,1d,12.464634130369577,11.475998358096115,12.48940007142774,13.560563182539216,0.0073042488488525925,0.051090033327045
CT6,2025-11-17,12.4,3d,12.48294058025642,10.978831345610844,12.686050980958367,14.675856570630634,0.0073042488488525925,0.051090033327045
CT6,2025-11-17,12.4,7d,12.429306972065937,10.453128951912568,13.04495994194505,16.301196435849466,0.0073042488488525925,0.051090033327045
CT6,2025-11-17,12.4,30d,12.574704321160668,9.776793522380368,15.486716347987622,24.1623729153686,0.0073042488488525925,0.051090033327045
CTA,2025-11-17,1.4,1d,1.2856503304584195,1.4,1.4,1.4,0.0,0.0
CTA,2025-11-17,1.4,3d,1.2739614100516121,1.4,1.4,1.4,0.0,0.0
CTA,2025-11-17,1.4,7d,1.2828827112016523,1.4,1.4,1.4,0.0,0.0
CTA,2025-11-17,1.4,30d,1.5378186608565148,1.4,1.4,1.4,0.0,0.0
CTB,2025-11-17,18.3,1d,18.370183360304967,17.614258237159543,18.336625078581243,19.096454421243067,0.002293855524044334,0.02456709699791471
CTB,2025-11-17,18.3,3d,18.29122003944164,17.194651352623552,18.417696618753272,19.761851450032665,0.002293855524044334,0.02456709699791471
CTB,2025-11-17,18.3,7d,18.377153662169913,16.705652598367074,18.585784828728954,20.680034159103997,0.002293855524044334,0.02456709699791471
CTB,2025-11-17,18.3,30d,18.453125174701263,15.66974147359292,19.632887969754883,24.439173555820602,0.002293855524044334,0.02456709699791471
CTC,2025-01-13,1.3,1d,1.2448657299357544,1.3,1.3,1.3,0.0,0.0
CTC,2025-01-13,1.3,3d,1.2420633607133518,1.3,1.3,1.3,0.0,0.0
CTC,2025-01-13,1.3,7d,1.2390799483984454,1.3,1.3,1.3,0.0,0.0
CTC,2025-01-13,1.3,30d,1.1888186438411998,1.3,1.3,1.3,0.0,0.0
CTD,2025-11-17,88.8,1d,88.35728890407322,84.7381467257773,89.007146433939,93.54226513357796,0.0023763538024073345,0.029623451042969533
CTD,2025-11-17,88.8,3d,88.73678508927543,82.2024595412017,89.40467773216079,97.28396307270565,0.0023763538024073345,0.029623451042969533
CTD,2025-11-17,88.8,7d,88.80253810001739,79.24505204279441,90.26648118781291,102.58460848242989,0.0023763538024073345,0.029623451042969533
CTD,2025-11-17,88.8,30d,89.19265968414057,73.17366732356516,95.6484229781185,124.33614130175121,0.0023763538024073345,0.029623451042969533
CTF,2025-11-17,19.5,1d,19.52339582167911,19.195658726016312,19.475364605648938,19.760970724804256,-0.0012351328692287032,0.00883084482413859
CTF,2025-11-17,19.5,3d,19.558193185118945,18.9486642612042,19.423435655350964,19.929486561417857,-0.0012351328692287032,0.00883084482413859
CTF,2025-11-17,19.5,7d,19.745360075098567,18.6023714079054,19.332736221673805,20.091591778924894,-0.0012351328692287032,0.00883084482413859
CTF,2025-11-17,19.5,30d,19.983208560978813,17.359564394057827,18.79573379523704,20.328664930399125,-0.0012351328692287032,0.00883084482413859
CTG,2025-11-17,48.85,1d,48.87374998397932,47.19201420895894,48.80038453463862,50.46737266977441,-0.0009772628462774294,0.020202097902766454
CTG,2025-11-17,48.85,3d,48.93999927715654,46.022365442110065,48.73325964828798,51.61303738374932,-0.0009772628462774294,0.020202097902766454
CTG,2025-11-17,48.85,7d,49.304409886744466,44.41741588390556,48.506122240801005,52.9173562852963,-0.0009772628462774294,0.020202097902766454
CTG,2025-11-17,48.85,30d,50.12584078950105,39.58011031295926,47.39031401478087,56.65421058994621,-0.0009772628462774294,0.020202097902766454
CTI,2025-11-17,23.7,1d,23.666849374447114,22.8170496887002,23.68241357475283,24.57353635191997,-0.0008900129454519301,0.022719056691148647
CTI,2025-11-17,23.7,3d,23.67683295179821,22.15832628952792,23.620824043764983,25.223499770474284,-0.0008900129454519301,0.022719056691148647
CTI,2025-11-17,23.7,7d,23.66867237802247,21.37397372853897,23.56231174469532,25.990967821809402,-0.0008900129454519301,0.022719056691148647
CTI,2025-11-17,23.7,30d,23.967558534064327,18.71230451898851,23.08808622774704,28.297198603043558,-0.0008900129454519301,0.022719056691148647
CTN,2025-11-17,0.5,1d,0.4675531378479991,0.5,0.5,0.5,0.0,0.0
CTN,2025-11-17,0.5,3d,0.4689588792899906,0.5,0.5,0.5,0.0,0.0
CTN,2025-11-17,0.5,7d,0.4711923095731988,0.5,0.5,0.5,0.0,0.0
CTN,2025-11-17,0.5,30d,0.47860235454189193,0.5,0.5,0.5,0.0,0.0
CTP,2025-11-17,9.3,1d,9.320184298705586,8.45231257390276,9.17728289601341,9.954531804156382,-0.012845090248430332,0.049139144804397294
CTP,2025-11-17,9.3,3d,9.319247559134267,7.784275425650472,8.935106628603503,10.287948018906434,-0.012845090248430332,0.049139144804397294
CTP,2025-11-17,9.3,7d,9.330958856737844,6.895636028803248,8.521984110358703,10.466927951367905,-0.012845090248430332,0.049139144804397294
CTP,2025-11-17,9.3,30d,9.400601942466732,4.081720890298248,6.351000157683547,9.866214966018742,-0.012845090248430332,0.049139144804397294
CTR,2025-11-17,91.2,1d,91.17648456865346,88.21704126695575,91.19414526018925,94.34133151018163,0.0002949929516566829,0.020651970125850173
CTR,2025-11-17,91.2,3d,90.81222512074291,86.0947458550481,91.299538713939,96.77339804560243,0.0002949929516566829,0.020651970125850173
CTR,2025-11-17,91.2,7d,90.7665550167772,83.6366632781803,91.40203036761224,100.09345149016742,0.0002949929516566829,0.020651970125850173
CTR,2025-11-17,91.2,30d,89.93221878181974,76.35611502733148,91.77406363740404,110.34443569726564,0.0002949929516566829,0.020651970125850173
CTS,2025-11-17,36.1,1d,36.13757283883691,34.14129630275703,36.00860005758281,37.98059497967725,-0.0023634550321397123,0.03196177555431878
CTS,2025-11-17,36.1,3d,36.40804627718579,32.80061733365094,35.82535420129753,39.244421974725014,-0.0023634550321397123,0.03196177555431878
CTS,2025-11-17,36.1,7d,36.361479508584964,30.767075756725156,35.50351449194714,40.85773222697498,-0.0023634550321397123,0.03196177555431878
CTS,2025-11-17,36.1,30d,36.53104448717036,25.251001117940586,33.62306002018005,44.74315682625729,-0.0023634550321397123,0.03196177555431878
CTT,2025-11-17,19.7,1d,19.608501955971526,18.18240237395219,19.727589526041605,21.40684877927768,0.0017842332694026526,0.04969738829617255
CTT,2025-11-17,19.7,3d,19.60026297610783,17.252479481041437,19.828789032548997,22.850897696251696,0.0017842332694026526,0.04969738829617255
CTT,2025-11-17,19.7,7d,19.59731208373993,16.040154042766694,19.943941010960927,24.7800615456591,0.0017842332694026526,0.04969738829617255
CTT,2025-11-17,19.7,30d,19.981465691995478,13.213559366132602,20.724324938983948,32.516901560147204,0.0017842332694026526,0.04969738829617255
CTW,2025-11-17,24.1,1d,24.159895416495637,23.15210368493936,24.03329902926823,24.954736618894913,-0.002320342878278063,0.022686457807796278
CTW,2025-11-17,24.1,3d,24.29508857377669,22.46305458050084,23.943838704410553,25.539369562909894,-0.002320342878278063,0.022686457807796278
CTW,2025-11-17,24.1,7d,24.60115909813194,21.47042102123493,23.704176466903842,26.170102195504153,-0.002320342878278063,0.022686457807796278
CTW,2025-11-17,24.1,30d,24.580611766819473,18.297385797061406,22.436533437459005,27.5744982433407,-0.002320342878278063,0.022686457807796278
CTX,2025-11-17,15.5,1d,15.549752861722693,14.623476327641088,15.406801196206878,16.211465511708447,-0.006285164705883991,0.0312228810384936
CTX,2025-11-17,15.5,3d,15.611737770204536,13.912642333268016,15.213986072116768,16.619163561178972,-0.006285164705883991,0.0312228810384936
CTX,2025-11-17,15.5,7d,15.641736093136114,12.900157994491375,14.85177597373745,16.990374958552216,-0.006285164705883991,0.0312228810384936
CTX,2025-11-17,15.5,30d,15.58636753805654,9.732388908581507,12.819118010894009,16.925636813361127,-0.006285164705883991,0.0312228810384936
CVN,2025-11-17,1.1,1d,1.244865729935754,1.0295889014118231,1.0969966740446808,1.1709177894902953,-0.0027842347443860983,0.03879289449093887
CVN,2025-11-17,1.1,3d,1.2420633607133518,0.9762216367519021,1.0911746415452712,1.2204091243691013,-0.0027842347443860983,0.03879289449093887
CVN,2025-11-17,1.1,7d,1.2390799483984456,0.9136286637323784,1.0800582973251087,1.273106269800045,-0.0027842347443860983,0.03879289449093887
CVN,2025-11-17,1.1,30d,1.185344625423681,0.7127036389826771,1.0107894616115831,1.4290214322360628,-0.0027842347443860983,0.03879289449093887
CVP,2023-07-04,10.0,1d,10.021418224659737,10.0,10.0,10.0,0.0,0.0
CVP,2023-07-04,10.0,3d,10.029674797549463,10.0,10.0,10.0,0.0,0.0
CVP,2023-07-04,10.0,7d,10.064778961877867,10.0,10.0,10.0,0.0,0.0
CVP,2023-07-04,10.0,30d,10.056481022227295,10.0,10.0,10.0,0.0,0.0
CVT,2025-11-17,25.8,1d,25.748357684777094,24.995445059646578,25.764867500687828,26.567899062965225,-0.001363833637460536,0.018435350198879076
CVT,2025-11-17,25.8,3d,25.835937449479033,24.39098388265544,25.706384274794992,27.096340885171756,-0.001363833637460536,0.018435350198879076
CVT,2025-11-17,25.8,7d,25.93180270235723,23.600691373725514,25.573801278592192,27.723205582691932,-0.001363833637460536,0.018435350198879076
CVT,2025-11-17,25.8,30d,26.160477315028615,20.93444728859164,24.788144360278984,29.170436427910147,-0.001363833637460536,0.018435350198879076
CX8,2025-11-17,10.0,1d,10.021418224659737,9.712921688177886,10.00646935656295,10.31077656629361,0.0005076534580784784,0.018360826883406116
CX8,2025-11-17,10.0,3d,10.029674797549463,9.506865773159774,10.013079655597966,10.54299209456187,0.0005076534580784784,0.018360826883406116
CX8,2025-11-17,10.0,7d,10.064778961877868,9.254102971452475,10.034176340195435,10.857898432568588,0.0005076534580784784,0.018360826883406116
CX8,2025-11-17,10.0,30d,9.952949805599797,8.608895218681484,10.169773021288151,11.953273087334058,0.0005076534580784784,0.018360826883406116
CYC,2025-11-17,1.4,1d,1.2856503304584193,1.3577922686490802,1.397208573840826,1.4370941684663636,-0.0022255232104087122,0.017238828661021992
CYC,2025-11-17,1.4,3d,1.2739614100516123,1.3229288313129326,1.3907102680465826,1.4602635267747495,-0.0022255232104087122,0.017238828661021992
CYC,2025-11-17,1.4,7d,1.2828827112016519,1.2791395633382998,1.3786010615013713,1.486362401385963,-0.0022255232104087122,0.017238828661021992
CYC,2025-11-17,1.4,30d,1.5378186608565148,1.1228047787935078,1.3096424825647484,1.529213602009191,-0.0022255232104087122,0.017238828661021992
D11,2025-11-17,10.4,1d,10.42892616292518,9.947971832628351,10.393544291035646,10.839464403184591,-0.0009348244441840612,0.02625552127519035
D11,2025-11-17,10.4,3d,10.459179790715599,9.620948559586088,10.36533487190588,11.167562292030096,-0.0009348244441840612,0.02625552127519035
D11,2025-11-17,10.4,7d,10.492106993703198,9.227942873674927,10.331032592867839,11.582001392652375,-0.0009348244441840612,0.02625552127519035
D11,2025-11-17,10.4,30d,10.588686849756776,7.991748572742893,10.107868587096497,12.781290863144555,-0.0009348244441840612,0.02625552127519035
D17,2025-01-23,42.5,1d,42.46093437390595,42.5,42.5,42.5,0.0,0.0
D17,2025-01-23,42.5,3d,42.54043639985354,42.5,42.5,42.5,0.0,0.0
D17,2025-01-23,42.5,7d,42.440177910704136,42.5,42.5,42.5,0.0,0.0
D17,2025-01-23,42.5,30d,42.53218123383147,42.5,42.5,42.5,0.0,0.0
